idJornada;idResponsable;IdTiempoRegistro;idPunto;idBocatoma;idVariable;Valor_1;Valor_2
1;1;27/02/2025 9:00;5;1;1;21.0;21.0
1;1;27/02/2025 9:00;5;1;2;96.8;96.8
1;1;27/02/2025 9:00;5;1;3;7.52;7.57
1;1;27/02/2025 9:00;5;1;4;116.3;116.7
1;1;27/02/2025 9:00;5;1;5;19.1;18.9
1;1;27/02/2025 9:00;5;1;6;7.97;7.99
1;1;27/02/2025 10:00;5;1;1;22.0;22.0
1;1;27/02/2025 10:00;5;1;2;97.1;97.1
1;1;27/02/2025 10:00;5;1;3;7.58;7.56
1;1;27/02/2025 10:00;5;1;4;123.9;124.2
1;1;27/02/2025 10:00;5;1;5;19.4;19.4
1;1;27/02/2025 10:00;5;1;6;7.95;7.96
1;1;27/02/2025 11:00;5;1;1;22.2;22.2
1;1;27/02/2025 11:00;5;1;2;93.4;93.4
1;1;27/02/2025 11:00;5;1;3;7.66;7.79
1;1;27/02/2025 11:00;5;1;4;131.8;132.2
1;1;27/02/2025 11:00;5;1;5;20.1;19.9
1;1;27/02/2025 11:00;5;1;6;7.74;7.79
1;1;27/02/2025 12:00;5;1;1;23.7;23.7
1;1;27/02/2025 12:00;5;1;2;94.4;94.4
1;1;27/02/2025 12:00;5;1;3;7.7;7.76
1;1;27/02/2025 12:00;5;1;4;139.1;139.6
1;1;27/02/2025 12:00;5;1;5;21.2;21.2
1;1;27/02/2025 12:00;5;1;6;7.63;7.7
1;1;27/02/2025 13:00;5;1;1;24.5;24.5
1;1;27/02/2025 13:00;5;1;2;91.8;91.8
1;1;27/02/2025 13:00;5;1;3;7.75;7.8
1;1;27/02/2025 13:00;5;1;4;141.5;141.5
1;1;27/02/2025 13:00;5;1;5;20.9;20.9
1;1;27/02/2025 13:00;5;1;6;7.6;7.59
1;1;27/02/2025 14:00;5;1;1;24.1;24.1
1;1;27/02/2025 14:00;5;1;2;93.9;93.9
1;1;27/02/2025 14:00;5;1;3;7.58;7.6
1;1;27/02/2025 14:00;5;1;4;141.1;141.5
1;1;27/02/2025 14:00;5;1;5;21.2;21.0
1;1;27/02/2025 14:00;5;1;6;7.45;7.48
1;1;27/02/2025 15:00;5;1;1;25.1;25.1
1;1;27/02/2025 15:00;5;1;2;88.8;88.8
1;1;27/02/2025 15:00;5;1;3;7.56;7.61
1;1;27/02/2025 15:00;5;1;4;141.8;142.2
1;1;27/02/2025 15:00;5;1;5;21.0;20.9
1;1;27/02/2025 15:00;5;1;6;7.43;7.42
1;1;27/02/2025 16:00;5;1;1;26.2;26.2
1;1;27/02/2025 16:00;5;1;2;88.1;88.1
1;1;27/02/2025 16:00;5;1;3;7.56;7.59
1;1;27/02/2025 16:00;5;1;4;143.1;143.5
1;1;27/02/2025 16:00;5;1;5;20.9;20.8
1;1;27/02/2025 16:00;5;1;6;7.35;7.45
